step,time_years,spot,log_return,simple_return,realized_volatility
64,0.003256003256003256,100.42160654978872,0.0009206971505183374,0.0009211211222464044,0.17137581565427
65,0.0033068783068783067,100.5338253139154,0.0011168523761788344,0.0011174762880448164,0.17197005153589065
66,0.0033577533577533575,100.65913986131349,0.0012457151620010399,0.0012464913874186134,0.173014036256814
67,0.0034086284086284084,100.604153569863,-0.000546411537654106,-0.0005462622820561203,0.17357586699735866
68,0.003459503459503459,100.53127081673824,-0.0007247132775036237,-0.000724450736262483,0.17434363053056023
69,0.00351037851037851,100.66679073722649,0.0013471296883899116,0.0013480374751784208,0.176067430943066
70,0.003561253561253561,100.63665674716282,-0.0002993887155474541,-0.0002993439032181744,0.15996801511908676
71,0.003612128612128612,100.435485297628,-0.0020009884473549946,-0.001998987804615271,0.16584580038269334
72,0.003663003663003663,100.25711604155033,-0.001777537406487424,-0.0017759585225186614,0.1697465077689969
73,0.003713878713878714,100.11265045652384,-0.0014419901024404667,-0.0014409509342627747,0.17042865291926731
74,0.0037647537647537647,100.19086323939388,0.0007809427343724087,0.0007812477495441339,0.16992702048348451
75,0.0038156288156288155,100.21333823472163,0.00022429664903878327,0.00022432180541298585,0.1649943237600065
76,0.0038665038665038664,100.32205903955627,0.001084305483864678,0.001084893555586497,0.16692232012918143
77,0.003917378917378918,100.25490225484077,-0.0006696361016896793,-0.0006694119454725422,0.16494049184729961
78,0.003968253968253968,100.27992724489592,0.0002495824814814607,0.00024961362978026536,0.16232010240387335
79,0.004019129019129019,100.37849798554761,0.0009824730605491367,0.00098295584530117,0.1621991423764755
80,0.00407000407000407,100.32986442365348,-0.0004846191983453139,-0.0004845017894286041,0.16046231060775495
81,0.004120879120879121,100.40188398732519,0.0007175702631206423,0.0007178277782533549,0.16011457776755947
82,0.004171754171754171,100.29773266359513,-0.001037882730593164,-0.0010373443165981877,0.16009587508206402
83,0.004222629222629223,100.24068990337463,-0.0005688960851373959,-0.0005687342944417084,0.16033317785080337
84,0.004273504273504273,100.18074236393738,-0.000598214876990054,-0.0005980359821448067,0.16074130950551307
85,0.004324379324379324,99.99301006967646,-0.001875693961060831,-0.0018739359464806649,0.16554229873130488
86,0.004375254375254375,100.06952952885754,0.0007649554290967743,0.0007652480821185303,0.16329040949680076
87,0.004426129426129426,99.99592775965459,-0.0007357769154255945,-0.0007355062979663707,0.16346428340025068
88,0.004477004477004476,99.99796864265748,2.0409452885859224e-05,2.040966116023668e-05,0.1610903635620585
89,0.004527879527879528,100.07351422461251,0.0007551859411711042,0.0007554711658686042,0.1623450068843784
90,0.004578754578754579,100.14373996312526,0.0007014953998597499,0.0007017415053016673,0.16292675840621712
91,0.004629629629629629,100.24843669677693,0.001044918468603703,0.001045464586106215,0.16312654061634402
92,0.004680504680504681,100.23302584103237,-0.00015373846120087984,-0.00015372664404922354,0.1555896250236336
93,0.004731379731379731,100.16655019731392,-0.0006634310059015061,-0.0006632109842108491,0.1558471337043038
94,0.004782254782254782,100.15410136340736,-0.00012428907180200922,-0.0001242813482352778,0.15517186562039506
95,0.004833129833129833,99.88934981987725,-0.0026469419172829444,-0.0026434418553608063,0.1642902488223512
96,0.004884004884004884,99.66285931872103,-0.0022699883843913617,-0.0022674139091367618,0.1710581822871363
97,0.004934879934879934,99.4562970470449,-0.0020747611585358477,-0.002072610329346136,0.16598623038796684
98,0.004985754985754986,99.30086257988833,-0.001564064400345518,-0.001562841889066524,0.16673247281305173
99,0.005036630036630036,99.36325552087177,0.0006281249339968406,0.0006283222457732496,0.16285323073597638
100,0.005087505087505087,99.22225353102954,-0.0014200634699936027,-0.0014190556569734225,0.15603448234640327
101,0.005138380138380138,99.16347139660755,-0.0005926044947410747,-0.0005924289393774984,0.15609444992285096
102,0.005189255189255189,99.36592544037812,0.002039537893887504,0.0020416191660017624,0.16426123129575187
103,0.00524013024013024,99.31047073802677,-0.000558241490767093,-0.0005580857029765518,0.16216345671997526
104,0.005291005291005291,99.4255492899735,0.0011581047541611737,0.001158775616423302,0.16235049499238732
105,0.005341880341880342,99.28007511262385,-0.0014642182754272246,-0.0014631468308549112,0.16052949653847542
106,0.005392755392755392,99.24815510658718,-0.0003215664218288313,-0.0003215147248885053,0.16046924125033077
107,0.005443630443630444,99.1003894519171,-0.0014899598314206345,-0.0014888503923459195,0.16230769831917133
108,0.005494505494505494,99.04776101026978,-0.0005312029687091206,-0.0005310619053909837,0.1574483369661229
109,0.005545380545380545,99.17853143824851,0.0013194056684835405,0.0013202764670792178,0.16218988051116048
110,0.005596255596255596,98.91015239013694,-0.0027096874706525466,-0.002706019581250829,0.16658745411438625
111,0.005647130647130647,98.97768125449483,0.0006824963994548172,0.000682729353116196,0.16515551374753873
112,0.005698005698005697,99.01469155178559,0.0003738557924959931,0.00037392568528238357,0.16385357553892604
113,0.005748880748880749,98.9224993985636,-0.0009315294356357441,-0.0009310956967816253,0.16260855978426067
114,0.005799755799755799,98.6983644827424,-0.0022683334899284836,-0.0022657627656383905,0.16778621950734565
115,0.00585063085063085,98.70961561413104,0.00011398861783841587,0.00011399511478771274,0.1647610819103776
116,0.005901505901505902,98.62771371743855,-0.0008300700295530764,-0.0008297256167282274,0.16492838363230428
117,0.005952380952380952,98.66380984416682,0.0003659166544959112,0.00036598361016149106,0.1651929994124048
118,0.006003256003256003,98.66727240878518,3.509396065947924e-05,3.509457645978209e-05,0.1623880129806332
119,0.006054131054131054,98.91566334925167,0.00251429679762253,0.00251746029258193,0.17540502220378165
120,0.006105006105006105,98.8785976678688,-0.0003747902656644258,-0.0003747200405662676,0.17362623676674718
121,0.006155881155881155,98.71999947174162,-0.0016052566412920128,-0.0016039689059905715,0.17517825587114133
122,0.006206756206756207,98.74785439420722,0.00028212108558456865,0.00028216088548083107,0.1758109946216503
123,0.006257631257631257,98.78202904752287,0.00034602008628934817,0.00034607995814472936,0.17649454231684775
124,0.006308506308506308,98.99301788949634,0.0021336253008907317,0.002135903099054204,0.18156923079700743
125,0.006359381359381359,99.12290770049684,0.0013112507661815114,0.0013121108313467467,0.183564073298476
126,0.00641025641025641,99.17851159329992,0.0005608017780043814,0.0005609590567208222,0.18407340782394294
127,0.0064611314611314604,99.40658666250759,0.0022970018545400363,0.0022996419843739346,0.1924550310039152
128,0.006512006512006512,99.22140688497885,-0.0018645894556210503,-0.001862852188633024,0.195036101715416
129,0.006562881562881563,99.12192909184576,-0.0010030869046768836,-0.0010025839811804715,0.19462734981695926
130,0.006613756613756613,98.97799283789858,-0.0014531684603826354,-0.00145211312235205,0.19402309262212977
131,0.006664631664631665,98.91754750484465,-0.0006108812237912973,-0.0006106946738451136,0.19408331923246772
132,0.006715506715506715,98.7041678915495,-0.002159476207247055,-0.002157146215990946,0.19823944564081883
133,0.006766381766381766,98.8026719874621,0.0009974753698678647,0.0009979730138733878,0.20056540468248438
134,0.006817256817256817,98.76830397629976,-0.00034790546882032064,-0.00034784495673034765,0.1934512553664403
135,0.006868131868131868,98.54069153191881,-0.0023071684568690383,-0.0023045089893978243,0.19364985427884565
136,0.006919006919006918,98.38385778578053,-0.001592831161379827,-0.0015915632790889367,0.19164464244864213
137,0.00696988196988197,98.43234996640955,0.0004927661412043407,0.0004928875703837932,0.19006130063517127
138,0.00702075702075702,98.56197047450851,0.0013159823746732142,0.001316848659441927,0.19227332559379465
139,0.007071632071632071,98.87135326660261,0.0031340509238111203,0.003138967196015141,0.20422949970380844
140,0.007122507122507122,99.32454754244382,0.004573203218029546,0.004583676270913051,0.2290801298952036
141,0.007173382173382173,99.38923785235305,0.0006510903314123595,0.0006513023367311632,0.2248989207206663
142,0.007224257224257224,99.23510856991624,-0.001551967985289092,-0.0015507643057466325,0.227282416316851
143,0.007275132275132275,98.90374358053073,-0.0033447786208415553,-0.0033391910802618163,0.2374675671003171
144,0.007326007326007326,98.94538029160185,0.00042089356648060297,0.00042098215460595334,0.23577424804045027
145,0.007376882376882376,98.81931975220556,-0.0012748539698111906,-0.001274041688705596,0.23723247262890998
146,0.007427757427757428,98.75501227313025,-0.0006509699988559398,-0.0006507581638548476,0.23545097678668045
147,0.007478632478632478,98.66028339814255,-0.0009596914153594664,-0.0009592310588316666,0.23606246884082632
148,0.007529507529507529,98.63856833046484,-0.0002201236101994564,-0.00022009938477518531,0.233791737291203
149,0.00758038258038258,98.8037809137831,0.00167352771591134,0.0016749288449195987,0.22954137912452996
150,0.007631257631257631,98.82821244031297,0.0002472426274679835,0.0002472731944453965,0.22905236657617087
151,0.0076821326821326814,98.8036938178586,-0.00024812413182054754,-0.0002480933515739414,0.22889838399183016
152,0.007733007733007733,98.64333407992376,-0.0016243321046732428,-0.001623013591277922,0.2307917292535938
153,0.007783882783882783,98.38452932834014,-0.002627089346185617,-0.002623641566838142,0.2326900742335025
154,0.007834757834757835,98.30955889448694,-0.0007623049392190824,-0.0007620144586252264,0.2331401313751626
155,0.007885632885632885,98.30134143053611,-8.359113296408021e-05,-8.358763932270197e-05,0.23253936668414923
156,0.007936507936507936,98.57450837370274,0.0027750190664520414,0.0027788729959463687,0.24108804540405707
157,0.007987382987382987,98.59474080772226,0.0002052291031647448,0.0002052501640978921,0.24113958182956552
158,0.008038258038258039,98.7469807726819,0.001542907338010818,0.0015440982319385732,0.23680843524092035
159,0.008089133089133088,98.66972322305381,-0.0007826850718137783,-0.0007823788537489884,0.23727995200378577
160,0.00814000814000814,98.48650635903903,-0.0018585962730659161,-0.0018568701525654152,0.23820291356651782
161,0.00819088319088319,98.33754539137935,-0.0015136462721463536,-0.0015125012874012134,0.24026860264827998
162,0.008241758241758242,98.22577826370235,-0.0011372125546512384,-0.001136566173501441,0.24112863837881177
163,0.008292633292633292,98.55447713788952,0.003340773994091414,0.003346360598993625,0.24844074973710997
164,0.008343508343508343,98.42761018390219,-0.0012881066827330032,-0.0012872774294137024,0.24758016623090132
165,0.008394383394383394,98.55728053383648,0.0013165514186561536,0.0013174184529318733,0.2493258469025538
166,0.008445258445258445,98.41781636855113,-0.0014160590935934202,-0.0014150569550001046,0.24427376796726136
167,0.008496133496133497,98.56186930653271,0.0014626174589354598,0.001463687605525843,0.24436308009666144
168,0.008547008547008546,98.62150391044858,0.0006048644443102879,0.0006050474116965354,0.24419720402946168
169,0.008597883597883597,98.59734553262587,-0.0002449905575641522,-0.00024496054982814375,0.24230944284393308
170,0.008648758648758649,98.59111829527424,-6.316026031950831e-05,-6.315826575220562e-05,0.24202252705692176
171,0.0086996336996337,98.48994856367383,-0.0010266814778250152,-0.0010261546207167571,0.23830709402392805
172,0.00875050875050875,98.5589920644927,0.0007007751822900531,0.000701020782585049,0.23772120164335575
173,0.0088013838013838,98.48872967690248,-0.0007131510067430624,-0.000712896775002636,0.23808851054056104
174,0.008852258852258852,98.2995765583368,-0.0019224026105783395,-0.0019205559781929615,0.2363711391698518
175,0.008903133903133903,98.10273034164202,-0.0020045210844442684,-0.0020025133737787693,0.23792515001297873
176,0.008954008954008953,98.12938129143355,0.0002716267967930601,0.00027166369069187013,0.23770466076893468
177,0.009004884004884004,98.37291585861905,0.002478695622451808,0.002481770128176075,0.24261673749351512
178,0.009055759055759055,98.39769526237258,0.00025186082152634155,0.00025189254112589765,0.23142606950573247
179,0.009106634106634107,98.37945775242282,-0.0001853620679292449,-0.00018534488944255134,0.20457557516950092
180,0.009157509157509158,98.42367143534771,0.0004493189092187489,0.00044941986808022527,0.2041680828125687
181,0.009208384208384207,98.62566335721615,0.0020501667040073563,0.0020522697327054473,0.2082632976443614
182,0.009259259259259259,98.65970063752823,0.0003450563180209831,0.0003451158568001933,0.19511706792092512
183,0.00931013431013431,98.59618242590139,-0.000644018447873264,-0.0006438111125043333,0.19521461872020862
184,0.009361009361009361,98.76757102527293,0.0017367793169309653,0.0017382883916456926,0.19746007072521285
185,0.00941188441188441,98.83412361798793,0.0006736034865651016,0.0006738304083424573,0.19748701555566717
186,0.009462759462759462,99.07266990437769,0.00241069442507819,0.0024136024852290383,0.20324495384510075
187,0.009513634513634513,99.10123996222731,0.0002883331924647978,0.0002883747644750745,0.20314222489597153
188,0.009564509564509565,98.91108691555134,-0.001920618863754216,-0.0019187756555666402,0.20494134511161066
189,0.009615384615384614,98.69904186143023,-0.002146095818252048,-0.0021437946011266806,0.210581689827926
190,0.009666259666259665,98.95514431322083,0.002591420906055424,0.0025947815395233054,0.21858187343647065
191,0.009717134717134717,99.22323591924452,0.00270556020536935,0.0027092235364243322,0.2231032865927668
192,0.009768009768009768,99.195368457579,-0.00028089565427868334,-0.00028085620678797163,0.21402836046398976
193,0.00981888481888482,99.13582058079791,-0.0006004893013462546,-0.0006003090437284309,0.2136784814803723
194,0.009869759869759869,99.36350768265405,0.0022940853624496887,0.002296718789658758,0.21857330019790347
195,0.00992063492063492,99.19112661349386,-0.0017363594970340132,-0.0017348528970084764,0.21532925876728115
196,0.009971509971509971,99.0520400732585,-0.0014031914984117477,-0.0014022074855277733,0.2181630371222327
197,0.010022385022385023,99.15216339541053,0.0010103048161059908,0.001010815345932503,0.21668716181563435
198,0.010073260073260072,99.09086605949425,-0.0006184059841926782,-0.0006182148106217422,0.21637020480924338
199,0.010124135124135123,99.09014930332798,-7.233348411196405e-06,-7.233322250610463e-06,0.2116001986251992
200,0.010175010175010175,99.06481827351058,-0.0002556688864793666,-0.0002556362059747963,0.20832294215776553
201,0.010225885225885226,99.11738827428483,0.0005305219164020088,0.000530662668043469,0.20618491748510318
202,0.010276760276760276,99.33662113679758,0.002209408137886473,0.0022118506785715475,0.19879231623560734
203,0.010327635327635327,99.35082218444212,0.00014294861750015528,0.00014295883514070518,0.19581488158787413
204,0.010378510378510378,99.45134302730634,0.0010112651572351983,0.001011776658250918,0.19506471129539077
205,0.01042938542938543,99.13199125523433,-0.003216302601857196,-0.0032111358414165236,0.20676594670112922
206,0.01048026048026048,99.12449274607052,-7.564452890548645e-05,-7.564166793028182e-05,0.2047247129591456
207,0.01053113553113553,98.99349879412327,-0.0013223833940365476,-0.0013215094303968833,0.2070488622353148
208,0.010582010582010581,98.80442939215251,-0.0019117435787941468,-0.0019099173609773423,0.21179770583518728
209,0.010632885632885633,98.66845129165182,-0.0013771827455144985,-0.0013762348645423028,0.21421366306599784
210,0.010683760683760684,98.61681199099812,-0.0005234988257492955,-0.0005233618241468063,0.21323740813995287
211,0.010734635734635734,98.75872769716668,0.0014380275372389737,0.0014390619946378358,0.2150661495525813
212,0.010785510785510785,98.55346820144352,-0.002080556336934119,-0.0020783934798406234,0.2197227693353859
213,0.010836385836385836,98.55828466761855,4.887041087968047e-05,4.8871605057732026e-05,0.21513209132460934
214,0.010887260887260887,98.48351230744352,-0.0007589492677394564,-0.0007586613385898167,0.2106986592186206
215,0.010938135938135937,98.43296611144557,-0.0005133770166304794,-0.0005132452611975591,0.21110325337616018
216,0.010989010989010988,98.58805312975126,0.0015743198460211039,0.0015755597380866515,0.20671680386387598
217,0.01103988603988604,98.67141580153934,0.0008452083664462187,0.0008455656556918267,0.2074355150782264
218,0.01109076109076109,98.87878748462319,0.0020994335191998103,0.002101638872811673,0.21225932477619627
219,0.011141636141636142,98.85489683582963,-0.00024164470501708286,-0.00024161551128687453,0.21228814590407805
220,0.011192511192511191,98.74707915212925,-0.0010912612979792327,-0.0010906660888981845,0.20914468668031128
221,0.011243386243386243,98.71247704586001,-0.0003504728491215,-0.00035041144068670427,0.209188268489811
222,0.011294261294261294,98.75012595594659,0.0003813269952945686,0.00038139970967554504,0.20878677527522402
223,0.011345136345136345,98.77757052349281,0.00027788070444706496,0.00027791931686649285,0.2051919406029424
224,0.011396011396011395,98.60971188241112,-0.001700805436904661,-0.0016993598869867732,0.20807916075453778
225,0.011446886446886446,98.62379429043153,0.00014279934801694917,0.00014280954432921433,0.20024102657082277
226,0.011497761497761497,98.65920038211421,0.0003589370905648524,0.00035900151619028264,0.20032110777322418
227,0.011548636548636549,99.04979327401655,0.003951195065420821,0.003959011327778539,0.21571967734925887
228,0.011599511599511598,99.34201693346793,0.002945926754575866,0.0029502702609673914,0.21933646732089096
229,0.01165038665038665,99.20917669373654,-0.0013380958041644927,-0.0013372009531505968,0.21455308785959254
230,0.0117012617012617,99.16452725377006,-0.0004501548323389405,-0.00045005352785387753,0.2059951155693188
231,0.011752136752136752,98.93714501668128,-0.002295612493709682,-0.002292979590442945,0.2122112150674296
232,0.011803011803011803,98.84555909069898,-0.0009261268111562103,-0.0009256980880818499,0.21276000925368643
233,0.011853886853886853,98.89460335217238,0.0004960475593137378,0.0004961706112500686,0.20612884883737154
234,0.011904761904761904,99.08198966862767,0.0018930154272722784,0.001894808312117302,0.2075184130838621
235,0.011955636955636955,98.96877731421095,-0.0011432661278986786,-0.001142612848160307,0.20670804365388265
236,0.012006512006512007,98.86731953130506,-0.0010256752273036477,-0.0010251494022582852,0.20650425327974098
237,0.012057387057387056,98.53482580213662,-0.003368697366873703,-0.003363029671934803,0.21910259374587543
238,0.012108262108262107,98.50975683858628,-0.00025444966159035316,-0.0002544172920206922,0.21909289605816046
239,0.012159137159137159,98.34574429224728,-0.0016663246223465793,-0.001664937074281947,0.2217158683270644
240,0.01221001221001221,98.26415252468153,-0.0008299864205272032,-0.0008296420770714796,0.22154279061111615
241,0.01226088726088726,98.12911685465502,-0.00137515599931922,-0.0013742109055747687,0.21573567061607538
242,0.01231176231176231,98.11468195683267,-0.0001471118877214643,-0.0001471010672983164,0.21551632545887217
243,0.012362637362637362,97.84451286241418,-0.0027574033037693025,-0.002753605159087069,0.2200254274628596
244,0.012413512413512413,97.61960543214991,-0.002301266661958353,-0.002298620777851146,0.2149044239992134
245,0.012464387464387465,97.94639531379397,0.003341993849187747,0.00334758453691153,0.23064487914172885
246,0.012515262515262514,97.74880146638692,-0.002019404848019093,-0.0020173672218771754,0.23275397555149127
247,0.012566137566137565,97.5807927166397,-0.0017202594607553258,-0.0017187806625429403,0.23211733202333965
248,0.012617012617012617,97.86255022711734,0.0028832673594984363,0.0028874279725905616,0.2415887704924283
249,0.012667887667887668,98.30976364697169,0.004559401739730322,0.004569811626781828,0.2640822613122254
250,0.012718762718762718,98.12927501568495,-0.0018376050229614656,-0.0018359176605780014,0.2645811785236478
251,0.012769637769637769,98.07266602956139,-0.0005770481922128375,-0.0005768817319248276,0.26107735387793224
252,0.01282051282051282,98.12532251352833,0.0005367688590717269,0.0005369129452550414,0.2614752767522112
253,0.012871387871387871,98.3919428501102,0.0027134562419121573,0.00271714099635334,0.2685619262996446
254,0.012922262922262921,98.23977343687574,-0.0015477609257102808,-0.00154656376148965,0.2705339212508599
255,0.012973137973137972,98.20204842155476,-0.0003840833426179783,-0.00038400959205331375,0.26801110517945154
256,0.013024013024013023,98.32198633620418,0.001220592989432111,0.0012213382162304942,0.2688275829012731
257,0.013074888074888075,98.38916651062058,0.0006830337381083171,0.0006832670587708645,0.2647069913329142
258,0.013125763125763126,98.33118752120157,-0.0005894559450463864,-0.0005892822500209727,0.26489981344655694
259,0.013176638176638176,98.31061980806584,-0.0002091896274758773,-0.0002091677488513799,0.26399342971226614
260,0.013227513227513227,98.09882502300708,-0.002156666827633934,-0.0021543428926825703,0.2679167572989475
261,0.013278388278388278,98.06224729319024,-0.00037293566770291555,-0.00037286613584064376,0.2676635974711609
262,0.01332926332926333,98.02134343783874,-0.00041720835274709474,-0.0004171213334444035,0.2675043941740833
263,0.013380138380138379,98.05713973516025,0.000365122140276234,0.00036518880547831145,0.2655104715474787
264,0.01343101343101343,97.97180743375712,-0.0008706092444546802,-0.0008702303741837669,0.26591849521665767
265,0.013481888481888481,98.04440562593581,0.0007407366397402074,0.0007410110528767166,0.2664489883761623
266,0.013532763532763533,98.20041490844498,0.001589945813085634,0.0015912104470743316,0.25251079824414785
267,0.013583638583638582,98.2244476606664,0.00024470173507582736,0.00024473167698757514,0.24205318011108665
268,0.013634513634513633,98.2787587803335,0.0005527759270059332,0.0005529287357737278,0.24154021637355394
269,0.013685388685388685,98.28703563367806,8.421458447687303e-05,8.4218130624647e-05,0.24159946888072556
270,0.013736263736263736,98.28712765539763,9.362544700349515e-07,9.362549082680971e-07,0.23688799374355687
271,0.013787138787138787,98.17598291364686,-0.001131456722700251,-0.0011308168668884289,0.23727198521808762
272,0.013838013838013837,98.22483201526346,0.0004974429728466435,0.0004975667181201793,0.2372740264621908
273,0.013888888888888888,98.20991700148166,-0.0001518571829592515,-0.0001518456532408896,0.2324504282739494
274,0.01393976393976394,98.53310444637602,0.00328537940726379,0.003290782181289309,0.24437412827556595
275,0.01399063899063899,98.7767518265499,0.0024696942019822943,0.002472746408863191,0.25015306699307754
276,0.01404151404151404,98.8366553439749,0.0006062697882447915,0.0006064536069187998,0.23829349479775308
277,0.014092389092389091,98.71846042873693,-0.0011965767515377515,-0.0011958611390334717,0.23990743596142
278,0.014143264143264143,98.54636866409115,-0.0017447794327538223,-0.001743258189992325,0.24020476532583954
279,0.014194139194139194,98.73081603282817,0.0018699316169381438,0.001871681029321337,0.24270980213152393
280,0.014245014245014244,98.77161083803257,0.0004131068810735363,0.0004131922214722916,0.24031436144427817
281,0.014295889295889295,98.84613637209513,0.0007542393195720714,0.0007545238295727508,0.2405561173602479
282,0.014346764346764346,98.57598604369784,-0.0027367803943109206,-0.002733038824910494,0.2404258050411398
283,0.014397639397639397,98.7196300115666,0.0014561296000549376,0.0014571902715236895,0.2350157298823902
284,0.014448514448514449,98.79012864629748,0.0007138749822175386,0.000714129851607348,0.22451792747037091
