step,time_years,spot,log_return,realized_volatility,time_to_maturity,option_fair_value,option_bid,option_ask,option_mid,option_spread,option_delta,option_gamma,option_vega,option_theta,option_rho,option_inventory,stock_position,net_delta,hedge_error,option_cash,hedge_cash,cash,option_market_value,stock_market_value,gross_exposure,portfolio_value
211,0.010734635734635734,98.75872769716668,0.0014380275372389737,0.2150661495525813,0.10831298331298331,2.3834672415723404,2.34,2.38,2.36,0.040000000000000036,0.4576369992522438,0.055477112543316,12.89341674693041,-13.950480320073112,4.637114997691796,13,-594.9280990279169,0.0,0.0,-1127.939999999989,57635.0904934635,56507.15049346351,3098.5074140440424,-58754.34213129106,61852.8495453351,851.3157762164919
212,0.010785510785510785,98.55346820144352,-0.002080556336934119,0.2197227693353859,0.10826210826210826,2.2899961315526767,2.2600000000000002,2.3000000000000003,2.2800000000000002,0.040000000000000036,0.44623208673326165,0.05541263009677278,12.81892921033337,-13.858461230959009,4.513200849782192,13,-594.9280990279169,-14.826386274676793,-14.826386274676793,-1127.939999999989,57635.0904934635,56507.15049346351,2976.9949710184796,-58632.227489693054,61609.222460711535,851.9179747889357
213,0.010836385836385836,98.55828466761855,4.887041087968047e-05,0.21513209132460934,0.1082112332112332,2.291440792456008,2.2600000000000002,2.3000000000000003,2.2800000000000002,0.040000000000000036,0.44647420176277774,0.05542752442169065,12.817601991664924,-13.863726924257014,4.5137384147243536,20,-892.9484035255555,0.0,0.0,-2710.079999999989,87005.99188237175,84295.91188237176,4582.8815849120165,-88007.46294816722,92590.34453307923,871.3305191165564
214,0.010887260887260887,98.48351230744352,-0.0007589492677394564,0.2106986592186206,0.10816035816035816,2.2575082697853546,2.22,2.2600000000000002,2.24,0.040000000000000036,0.4423054469544164,0.05540083359052679,12.785983940740406,-13.829499634775129,4.4672700097187805,17,-751.9192598225079,0.0,0.0,-2032.139999999989,73116.25202051396,71084.11202051397,3837.7640586351026,-74051.64967893378,77889.41373756889,870.2264002152951
215,0.010938135938135937,98.43296611144557,-0.0005133770166304794,0.21110325337616018,0.10810948310948311,2.2345198390829992,2.2,2.24,2.22,0.040000000000000036,0.4394795104471744,0.055383303064860966,12.762814860860301,-13.806493993474747,4.4351647247052615,17,-751.9192598225079,-4.804092062311383,-4.804092062311383,-2032.139999999989,73116.25202051396,71084.11202051397,3798.6837264410988,-74013.64302065216,77812.32674709326,869.1527263029129
216,0.010989010989010988,98.58805312975126,0.0015743198460211039,0.20671680386387598,0.10805860805860805,2.302637382651163,2.2600000000000002,2.3000000000000003,2.2800000000000002,0.040000000000000036,0.44805109001315796,0.05547922897623774,12.819203666692621,-13.886911729104435,4.524397417179729,13,-582.4664170171053,0.0,0.0,-1112.2199999999889,56409.39084973406,55297.17084973407,2993.428597446512,-57424.23006717823,60417.65866462474,866.3693800023539
217,0.01103988603988604,98.67141580153934,0.0008452083664462187,0.2074355150782264,0.108007733007733,2.3394723644707014,2.3000000000000003,2.34,2.3200000000000003,0.03999999999999959,0.45265404515862295,0.05552591357431041,12.845646422947677,-13.92908288815309,4.571377955098846,7,-316.8578316110361,0.0,0.0,291.6600000000112,30200.10527991458,30491.76527991459,1637.630655129491,-31264.810852866678,32902.44150799617,864.5850821774038
218,0.01109076109076109,98.87878748462319,0.0020994335191998103,0.21225932477619627,0.10795685795685794,2.4338210403305425,2.41,2.45,2.43,0.040000000000000036,0.46415395491188594,0.05559058699491758,12.908638570987353,-14.02216473622206,4.691930193368916,5,-232.07697745594297,0.0,0.0,781.6200000000113,21816.658067745255,22598.278067745265,1216.9105201652712,-22947.49013393987,24164.400654105142,867.6984539706646
219,0.011141636141636142,98.85489683582963,-0.00024164470501708286,0.21228814590407805,0.1079059829059829,2.4220350108113564,2.4,2.44,2.42,0.040000000000000036,0.4628048051097636,0.055599815997205836,12.89846218080318,-14.01533869670738,4.675402897005872,5,-232.07697745594297,-0.6745749010611632,-0.6745749010611632,781.6200000000113,21816.658067745255,22598.278067745265,1211.017505405678,-22941.945664378403,24152.96316978408,867.3499087725395
220,0.011192511192511191,98.74707915212925,-0.0010912612979792327,0.20914468668031128,0.10785510785510785,2.3717488352877467,2.35,2.39,2.37,0.040000000000000036,0.4567888558564027,0.05558852962072268,12.861662281797395,-13.972135819589397,4.6091682395158236,12,-548.1466270276833,0.0,0.0,-863.5199999999888,53026.05222385646,52162.53222385647,2846.098602345296,-54127.87836607531,56973.976968420604,880.7524601264522
221,0.011243386243386243,98.71247704586001,-0.0003504728491215,0.209188268489811,0.10780423280423279,2.355266132190579,2.32,2.36,2.34,0.040000000000000036,0.45484260962492606,0.055590842625689224,12.84712208173726,-13.959661015963064,4.586355852097821,22,-1000.6537411748374,0.0,0.0,-3183.7199999999884,97691.91693728985,94508.19693728986,5181.585490819273,-98777.00945657508,103958.59494739435,912.7729715340538
222,0.011294261294261294,98.75012595594659,0.0003813269952945686,0.20878677527522402,0.10775335775335775,2.371718732420881,2.33,2.37,2.35,0.040000000000000036,0.45691328700185474,0.05561494414720912,12.85642779371072,-13.979453010384978,4.6062972058043705,18,-822.4439166033385,0.0,0.0,-2235.7999999999884,80092.79440213603,77856.99440213604,4269.093718357585,-81216.4403562817,85485.53407463929,909.647764211928
223,0.011345136345136345,98.77757052349281,0.00027788070444706496,0.2051919406029424,0.1077024827024827,2.383567571883958,2.34,2.38,2.36,0.040000000000000036,0.45841758033705055,0.05563504756183363,12.86214909826557,-13.99448155661239,4.620200348602307,22,-1008.5186767415112,0.0,0.0,-3171.8799999999883,98471.88814368928,95300.0081436893,5243.848658144708,-99619.02471609427,104862.87337423897,924.8320857397339
224,0.011396011396011395,98.60971188241112,-0.001700805436904661,0.20807916075453778,0.10765160765160764,2.306693638321228,2.2600000000000002,2.3000000000000003,2.2800000000000002,0.040000000000000036,0.44905887095433966,0.05559010580279214,12.802066567778164,-13.920837827780758,4.518662478115711,19,-853.2118548132454,0.0,0.0,-2481.9399999999882,83156.36144192188,80674.42144192189,4382.7179128103335,-84134.97517779171,88517.69309060204,922.1641769405105
225,0.011446886446886446,98.62379429043153,0.00014279934801694917,0.20024102657082277,0.1076007326007326,2.3123143414034857,2.27,2.31,2.29,0.040000000000000036,0.44981763003384256,0.05560885446875731,12.80398838640114,-13.93049822631468,4.524654607026995,24,-1079.5623120812222,0.0,0.0,-3617.039999999988,105478.78620001717,101861.74620001718,5549.554419368365,-106470.53139040111,112020.08580976947,940.7692289844272
226,0.011497761497761497,98.65920038211421,0.0003589370905648524,0.20032110777322418,0.10754985754985755,2.3275658472307583,2.2800000000000002,2.32,2.3,0.03999999999999959,0.45176308908627394,0.055635843171039034,12.81334079151766,-13.950107748875466,4.543230706488891,24,-1079.5623120812222,4.669101725835162,4.669101725835162,-3617.039999999988,105478.78620001717,101861.74620001718,5586.15803335382,-106508.75447259982,112094.91250595363,939.149760771179
227,0.011548636548636549,99.04979327401655,0.003951195065420821,0.21571967734925887,0.10749898249898249,2.5075499562698695,2.46,2.5,2.48,0.040000000000000036,0.4734937345185966,0.05571493588458018,12.927240138516595,-14.115836966069107,4.7720847868563645,18,-852.2887221334739,0.0,0.0,-2117.159999999988,82966.25852894405,80849.09852894406,4513.589921285765,-84419.02173709632,88932.61165838208,943.666713133498
228,0.011599511599511598,99.34201693346793,0.002945926754575866,0.21933646732089096,0.10744810744810744,2.6475712710218104,2.6,2.64,2.62,0.040000000000000036,0.48975369593663304,0.055668786404582254,12.986710258752383,-14.215255601076628,4.94320913820152,18,-881.5566526859394,0.0,0.0,-2117.159999999988,85873.64840473201,83756.48840473202,4765.6282878392585,-87575.6159189379,92341.24420677715,946.5007736333791
229,0.01165038665038665,99.20917669373654,-0.0013380958041644927,0.21455308785959254,0.1073972323972324,2.582282389170693,2.54,2.58,2.56,0.040000000000000036,0.4823392734391289,0.055720264019499754,12.957840426384944,-14.177277163682954,4.86189417028451,18,-881.5566526859394,-13.345960495507256,-13.345960495507256,-2117.159999999988,85873.64840473201,83756.48840473202,4648.108300507248,-87458.5097218583,92106.61802236554,946.0869833809702
230,0.0117012617012617,99.16452725377006,-0.0004501548323389405,0.2059951155693188,0.10734635734635734,2.5600811612972265,2.52,2.56,2.54,0.040000000000000036,0.47983399517901104,0.05574193779431942,12.945080235017413,-14.165536129132683,4.832993873434843,13,-623.7841937327144,0.0,0.0,-837.2599999999879,60310.48627939205,59473.22627939206,3328.1055096863943,-61857.26467987874,65185.37018956513,944.0671091997137
231,0.011752136752136752,98.93714501668128,-0.002295612493709682,0.2122112150674296,0.10729548229548229,2.451700144585878,2.42,2.46,2.44,0.040000000000000036,0.46713689582707985,0.055764838144353276,12.884967013200152,-14.085058640740039,4.695839428316802,13,-607.2779645752038,0.0,0.0,-837.2599999999879,58677.32543759746,57840.06543759747,3187.2101879616416,-60082.34804661198,63269.55823457362,944.9275789471285
232,0.011803011803011803,98.84555909069898,-0.0009261268111562103,0.21276000925368643,0.10724460724460724,2.4084360904362327,2.37,2.41,2.39,0.040000000000000036,0.4620087304739779,0.05576571316551807,12.855226378514047,-14.050692066448976,4.639302527234714,13,-607.2779645752038,-6.666614959032472,-6.666614959032472,-837.2599999999879,58677.32543759746,57840.06543759747,3130.9669175671024,-60026.72993189771,63157.69684946481,944.3024232668613
233,0.011853886853886853,98.89460335217238,0.0004960475593137378,0.20612884883737154,0.10719373219373218,2.430446098430444,2.4,2.44,2.42,0.040000000000000036,0.46472316725333906,0.05578632475253328,12.866635841718828,-14.074040017634381,4.66594669725491,5,-232.36158362666953,0.0,0.0,1114.580000000012,21598.264793120994,22712.844793121007,1215.223049215222,-22979.306647042114,24194.529696257337,948.7611952941152
234,0.011904761904761904,99.08198966862767,0.0018930154272722784,0.2075184130838621,0.10714285714285714,2.517788619710899,2.49,2.5300000000000002,2.5100000000000002,0.040000000000000036,0.47515950793310957,0.05580435282479004,12.913483687219847,-14.149082468937731,4.774495803885822,5,-232.36158362666953,5.2181703398852335,5.2181703398852335,1114.580000000012,21598.264793120994,22712.844793121007,1258.8943098554496,-23022.848028283635,24281.742338139084,948.8910746928195
235,0.011955636955636955,98.96877731421095,-0.0011432661278986786,0.20670804365388265,0.10709198209198209,2.4636345721194317,2.44,2.48,2.46,0.040000000000000036,0.4688217368584345,0.055818955526059665,12.88124240740586,-14.109726332862952,4.705094747354142,5,-232.36158362666953,2.0492848025477315,2.0492848025477315,1114.580000000012,21598.264793120994,22712.844793121007,1231.8172860597158,-22996.54182632526,24228.359112384976,948.1202528554604
236,0.012006512006512007,98.86731953130506,-0.0010256752273036477,0.20650425327974098,0.10704110704110703,2.4156404027758285,2.39,2.43,2.41,0.040000000000000036,0.46313777316955473,0.05582131799473499,12.84928254088267,-14.071940928876156,4.6427527873436905,11,-509.4515504865102,0.0,0.0,-319.5399999999879,48992.037328456965,48672.49732845698,2657.2044430534115,-50368.109227668596,53025.31367072201,961.5925438417908
237,0.012057387057387056,98.53482580213662,-0.003368697366873703,0.21910259374587543,0.10699023199023198,2.264025787048851,2.23,2.27,2.25,0.040000000000000036,0.44456778471321207,0.05571934449812982,12.733632593638463,-13.922673150745482,4.444522251110104,18,-800.2220124837818,0.0,0.0,-1880.679999999988,77641.62159892384,75760.94159892385,4075.246416687932,-78849.73660312463,82924.98301981257,986.4514124871494
238,0.012108262108262107,98.50975683858628,-0.00025444966159035316,0.21909289605816046,0.10693935693935694,2.252190690493954,2.21,2.25,2.23,0.040000000000000036,0.4431453609635825,0.055718440492271995,12.72089581058688,-13.913011469301814,4.427498022623839,18,-800.2220124837818,-2.560362749333308,-2.560362749333308,-1880.679999999988,77641.62159892384,75760.94159892385,4053.9432428891173,-78829.6758666615,82883.61910955062,985.2089751514577
239,0.012159137159137159,98.34574429224728,-0.0016663246223465793,0.2217158683270644,0.10688848188848188,2.179554762372291,2.14,2.18,2.16,0.040000000000000036,0.43398730847004946,0.055624476206015204,12.651169286928289,-13.829469164555965,4.329117138042355,15,-650.9809627050741,0.0,0.0,-1226.739999999988,62963.66561837454,61736.92561837455,3269.3321435584367,-64021.207297314184,67290.53944087261,985.0504646188056
240,0.01221001221001221,98.26415252468153,-0.0008299864205272032,0.22154279061111615,0.10683760683760683,2.1436287210275182,2.11,2.15,2.13,0.040000000000000036,0.4294224792868699,0.05557277774536331,12.612441447089303,-13.786833859546032,4.279188812088072,21,-901.7872065024268,0.0,0.0,-2492.859999999988,87607.69634987033,85114.83634987034,4501.620314157788,-88613.35560456094,93114.97591871873,1003.1010594671825
241,0.01226088726088726,98.12911685465502,-0.00137515599931922,0.21573567061607538,0.10678673178673179,2.085450225269703,2.04,2.08,2.06,0.040000000000000036,0.4218956282310357,0.055462521844569075,12.546869163770177,-13.710706875990851,4.198298487910749,22,-928.1703821082785,0.0,0.0,-2696.879999999988,90196.52462400774,87499.64462400775,4587.990495593347,-91080.53988693307,95668.53038252641,1007.0952326680272
242,0.01231176231176231,98.11468195683267,-0.0001471118877214643,0.21551632545887217,0.10673585673585673,2.0786688209344746,2.04,2.08,2.06,0.040000000000000036,0.42106434392428316,0.05546054702565333,12.536755927773855,-13.704827314192725,4.187666637110335,17,-715.8093846712814,0.0,0.0,-1656.9799999999877,69359.75111385483,67702.77111385485,3533.736995588607,-70231.41011873886,73765.14711432747,1005.0979907045985
243,0.012362637362637362,97.84451286241418,-0.0027574033037693025,0.2200254274628596,0.10668498168498168,1.9662422472013006,1.93,1.97,1.95,0.040000000000000036,0.4060866873908473,0.055161757724201864,12.39472840888622,-13.535211563178562,4.029183637128643,17,-690.3473685644404,0.0,0.0,-1656.9799999999877,66868.30798545791,65211.32798545792,3342.611820242211,-67546.70198303717,70889.31380327938,1007.2378226629662
244,0.012413512413512413,97.61960543214991,-0.002301266661958353,0.2149044239992134,0.10663410663410663,1.8756221853241115,1.84,1.8800000000000001,1.86,0.040000000000000036,0.39367858504313924,0.05485323358717754,12.262955316884122,-13.381136616379866,3.8980231989672953,23,-905.4607455992203,0.0,0.0,-2761.0999999999876,87866.54101062096,85105.44101062097,4313.931026245456,-88390.72071969615,92704.6517459416,1028.6513171702682
245,0.012464387464387465,97.94639531379397,0.003341993849187747,0.23064487914172885,0.10658323158323157,2.0065175526991226,1.96,2.0,1.98,0.040000000000000036,0.4116474565329655,0.05531284668955703,12.442695973715713,-13.607832292093148,4.083509171260619,23,-946.7891500258208,0.0,0.0,-2761.0999999999876,91914.30684986524,89153.20684986525,4614.990371207982,-92734.58436724004,97349.57473844802,1033.6128538331977
246,0.012515262515262514,97.74880146638692,-0.002019404848019093,0.23275397555149127,0.10653235653235653,1.9255711181955562,1.8800000000000001,1.92,1.9,0.039999999999999813,0.4007073408778863,0.05506787342025674,12.331769607558094,-13.478032298841295,3.967594269169375,23,-921.6268840191384,0.0,0.0,-2761.0999999999876,89454.6025264664,86693.50252646641,4428.813571849779,-90087.92331207157,94516.73688392134,1034.392786244629
247,0.012566137566137565,97.5807927166397,-0.0017202594607553258,0.23211733202333965,0.10648148148148148,1.8583451648105438,1.82,1.86,1.84,0.040000000000000036,0.3914389161674373,0.05482719316274139,12.22985935138711,-13.36074793449717,3.8693852556660007,29,-1135.1728568855683,0.0,0.0,-3853.2199999999875,110291.54594095299,106438.325940953,5389.200977950577,-110771.06724530635,116160.26822325692,1056.45967359723
248,0.012617012617012617,97.86255022711734,0.0028832673594984363,0.2415887704924283,0.10643060643060642,1.9701281252219047,1.92,1.96,1.94,0.040000000000000036,0.40691214164677947,0.055245260074620654,12.38845928649327,-13.560961210486687,4.0285401949884605,29,-1180.0452107756605,0.0,0.0,-3853.2199999999875,114682.6493611818,110829.42936118181,5713.371563143523,-115482.23370980234,121195.60527294586,1060.567214522991
249,0.012667887667887668,98.30976364697169,0.004559401739730322,0.2640822613122254,0.10637973137973138,2.1569426033488384,2.11,2.15,2.13,0.040000000000000036,0.43170235270397606,0.05572294808632646,12.604016392858128,-13.838623054572151,4.28535999981746,29,-1251.9368228415306,0.0,0.0,-3853.2199999999875,121749.94336920774,117896.72336920776,6255.1335497116315,-123077.61315449154,129332.74670420318,1074.2437644278543
250,0.012718762718762718,98.12927501568495,-0.0018376050229614656,0.2645811785236478,0.10632885632885633,2.079233263889634,2.0300000000000002,2.07,2.05,0.03999999999999959,0.4216282308945202,0.05557422313664418,12.518272596599276,-13.736379216606888,4.1781753287680665,29,-1222.7218695941085,0.0,0.0,-3853.2199999999875,118882.957845312,115029.73784531202,6029.776465279939,-119984.81060909275,126014.58707437268,1074.7037014992093
251,0.012769637769637769,98.07266602956139,-0.0005770481922128375,0.26107735387793224,0.10627798127798127,2.054757183331624,2.0100000000000002,2.05,2.0300000000000002,0.03999999999999959,0.4184523773196991,0.05552849832789742,12.487568083531041,-13.704581627582188,4.143139022516554,29,-1222.7218695941085,-9.209975366981325,-9.209975366981325,-3853.2199999999875,118882.957845312,115029.73784531202,5958.79583166171,-119915.59356374391,125874.38939540563,1072.9401132298226
252,0.01282051282051282,98.12532251352833,0.0005367688590717269,0.2614752767522112,0.10622710622710622,2.0761694869189995,2.0300000000000002,2.07,2.05,0.03999999999999959,0.42134690731653995,0.055595152005687126,12.509995343051498,-13.73968850097659,4.171393109246272,26,-1095.501959023004,0.0,0.0,-3232.2799999999875,106398.8389156424,103166.55891564241,5398.040665989399,-107496.48304333437,112894.52370932377,1068.1165382974286
253,0.012871387871387871,98.3919428501102,0.0027134562419121573,0.2685619262996446,0.10617623117623116,2.1897812362612186,2.14,2.18,2.16,0.040000000000000036,0.4361742686704255,0.05583520938845462,12.626332100249009,-13.895574505206786,4.324159998199418,19,-828.7311104738086,0.0,0.0,-1706.4199999999873,80149.42442601033,78443.00442601035,4160.5843488963155,-81540.46405984733,85701.04840874365,1063.1247150593263
254,0.012922262922262921,98.23977343687574,-0.0015477609257102808,0.2705339212508599,0.10612535612535612,2.123352183963938,2.08,2.12,2.1,0.040000000000000036,0.4276572208631622,0.05572763593611323,12.5570367647176,-13.81328694579713,4.23329761327584,19,-812.5487196400081,0.0,0.0,-1706.4199999999873,78559.59052911034,76853.17052911036,4034.369149531482,-79824.60212385785,83858.97127338934,1062.9375547839882
255,0.012973137973137972,98.20204842155476,-0.0003840833426179783,0.26801110517945154,0.10607448107448107,2.106556751209361,2.07,2.11,2.09,0.040000000000000036,0.42552558538825,0.05570634876687872,12.536588891451094,-13.794151419515737,4.209133781416379,19,-812.5487196400081,-4.050107402332969,-4.050107402332969,-1706.4199999999873,78559.59052911034,76853.17052911036,4002.4578272977856,-79793.94871096041,83796.40653825819,1061.6796454477299
256,0.013024013024013023,98.32198633620418,0.001220592989432111,0.2688275829012731,0.10602360602360601,2.157288973686306,2.12,2.16,2.14,0.040000000000000036,0.4321847331485083,0.055821256324888734,12.587113434132386,-13.865910035802361,4.276565252005595,23,-994.0248862415691,0.0,0.0,-2554.4999999999873,96401.79554719708,93847.29554719709,4961.764639478504,-97734.50128289047,102696.26592236897,1074.5589037851314
257,0.013074888074888075,98.38916651062058,0.0006830337381083171,0.2647069913329142,0.10597273097273097,2.185741836922098,2.14,2.18,2.16,0.040000000000000036,0.4359089248234194,0.05588430790812186,12.612501973030696,-13.905872856844216,4.313405308298859,12,-523.0907097881034,0.0,0.0,-156.71999999998707,50064.65770351993,49907.93770351994,2622.8902043065177,-51466.45894550041,54089.34914980693,1064.3689623260507
258,0.013125763125763126,98.33118752120157,-0.0005894559450463864,0.26489981344655694,0.10592185592185592,2.159856269552691,2.13,2.17,2.15,0.040000000000000036,0.4326416784399847,0.05585388384474433,12.584738860721595,-13.876915715341198,4.2773696180366425,12,-523.0907097881034,-3.920695660121737,-3.920695660121737,-156.71999999998707,50064.65770351993,49907.93770351994,2591.827523463229,-51436.13067477242,54027.958198235654,1063.6345522107513
259,0.013176638176638176,98.31061980806584,-0.0002091896274758773,0.26399342971226614,0.10587098087098086,2.1502641553342343,2.12,2.16,2.14,0.040000000000000036,0.431464415801642,0.05585035918263999,12.572639306449137,-13.868323680779154,4.263135370546791,4,-172.58576632065683,-2.842170943040401e-14,-2.842170943040401e-14,1571.1200000000129,15604.576547532284,17175.696547532298,860.1056621336937,-16967.01365703379,17827.119319167483,1068.7885526322025
260,0.013227513227513227,98.09882502300708,-0.002156666827633934,0.2679167572989475,0.10582010582010581,2.0594342457261234,2.04,2.08,2.06,0.040000000000000036,0.419624041140655,0.05566776813481995,12.471603444763156,-13.746335603662864,4.138115464717261,10,-419.62404114065504,0.0,0.0,347.00000000001296,39837.529334860046,40184.52933486006,2059.4342457261237,-41164.625387304244,43224.05963303037,1079.3381932819393
261,0.013278388278388278,98.06224729319024,-0.00037293566770291555,0.2676635974711609,0.10576923076923077,2.0434243188490626,2.0100000000000002,2.05,2.0300000000000002,0.03999999999999959,0.4175567434107286,0.055641374144721485,12.450407245352533,-13.726486101415293,4.11475395612272,10,-419.62404114065504,-2.0672977299264517,-2.0672977299264517,347.00000000001296,39837.529334860046,40184.52933486006,2043.4243188490627,-41149.27649250275,43192.70081135182,1078.6771612063749
262,0.01332926332926333,98.02134343783874,-0.00041720835274709474,0.2675043941740833,0.10571835571835571,2.025694077178187,2.0,2.04,2.02,0.040000000000000036,0.4152493856925579,0.055608515826287876,12.42669632726873,-13.70353568004934,4.088933181153763,5,-207.62469284627895,0.0,0.0,1366.9000000000128,19056.029384052625,20422.929384052637,1012.8470385890935,-20351.651323660888,21364.498362249982,1084.1250989808432
263,0.013380138380138379,98.05713973516025,0.000365122140276234,0.2655104715474787,0.10566748066748066,2.039895713709683,2.0100000000000002,2.05,2.0300000000000002,0.03999999999999959,0.4172087751081229,0.05566070595617759,12.441455374744946,-13.72898108435107,4.107337604646516,10,-417.20877510812284,0.0,0.0,361.8000000000127,39606.21746388554,39968.01746388555,2039.895713709683,-40910.29915951225,42950.19487322193,1097.6140180829825
264,0.01343101343101343,97.97180743375712,-0.0008706092444546802,0.26591849521665767,0.10561660561660562,2.0038010971321967,1.97,2.0100000000000002,1.9900000000000002,0.04000000000000026,0.41243022675261576,0.055575817305984924,12.394898797215022,-13.677377593869094,4.055966375370882,6,-247.45813605156943,0.0,0.0,1165.7200000000128,22974.609003633614,24140.329003633626,1202.280658279318,-24243.92085316083,25446.201511440147,1098.688808752111
265,0.013481888481888481,98.04440562593581,0.0007407366397402074,0.2664489883761623,0.10556573056573056,2.033191044337144,2.0100000000000002,2.05,2.0300000000000002,0.03999999999999959,0.41643588835703393,0.055671593983836476,12.428677831448672,-13.726662559830814,4.095529994922359,6,-247.45813605156943,2.403396962650902,2.403396962650902,1165.7200000000128,22974.609003633614,24140.329003633626,1219.9146266022865,-24261.885866478082,25481.80049308037,1098.357763757831
266,0.013532763532763533,98.20041490844498,0.001589945813085634,0.25251079824414785,0.10551485551485551,2.09813379865772,2.07,2.11,2.09,0.040000000000000036,0.42510378745893795,0.0558434903564478,12.50073330312298,-13.825049569002944,4.183372220776655,1,-42.5103787458938,-7.105427357601002e-15,-7.105427357601002e-15,2220.6200000000126,2847.6479039208825,5068.267903920895,209.81337986577202,-4174.536830761913,4384.350210627685,1103.5444530247541
267,0.013583638583638582,98.2244476606664,0.00024470173507582736,0.24205318011108665,0.10546398046398046,2.1076621958583104,2.09,2.13,2.11,0.040000000000000036,0.42641624889245106,0.05587829798247011,12.508614244948175,-13.842148139323337,4.195023700041046,1,-42.5103787458938,0.13124614335130502,0.13124614335130502,2220.6200000000126,2847.6479039208825,5068.267903920895,210.76621958583104,-4175.558472161151,4386.324691746982,1103.475651345575
268,0.013634513634513633,98.2787587803335,0.0005527759270059332,0.24154021637355394,0.1054131054131054,2.1301978764623897,2.11,2.15,2.13,0.040000000000000036,0.4294231654227696,0.05593871193366485,12.529942444993695,-13.87662382115366,4.224217034398694,-4,171.76926616910782,0.0,0.0,3295.5200000000127,-18212.542587092783,-14917.02258709277,-852.0791505849559,16881.270275708648,17733.349426293604,1112.1685380309227
269,0.013685388685388685,98.28703563367806,8.421458447687303e-05,0.24159946888072556,0.10536223036223036,2.133047775023037,2.12,2.16,2.14,0.040000000000000036,0.42985707306793164,0.055958464023004244,12.530427703801152,-13.884310931685315,4.22674596934672,2,-85.97141461358632,1.4210854715202004e-14,1.4210854715202004e-14,2023.4000000000128,7118.7582608705015,9142.158260870514,426.60955500460744,-8449.875491603269,8876.485046607875,1118.892324271852
270,0.013736263736263736,98.28712765539763,9.362544700349515e-07,0.23688799374355687,0.1053113553113553,2.1323808888414177,2.11,2.15,2.13,0.040000000000000036,0.42983308810446336,0.05597132231511425,12.527278623795523,-13.887308428942337,4.224531183060907,-2,85.96661762089269,1.4210854715202004e-14,1.4210854715202004e-14,2883.320000000013,-9781.38202694376,-6898.062026943748,-426.47617776828355,8449.411920207434,8875.888097975718,1124.8737154954033
271,0.013787138787138787,98.17598291364686,-0.001131456722700251,0.23727198521808762,0.10526048026048025,2.0842494392121225,2.07,2.11,2.09,0.040000000000000036,0.4235870555318615,0.05588354458164563,12.473332194416729,-13.825000242129214,4.15798118509684,3,-127.07611665955847,-1.4210854715202004e-14,-1.4210854715202004e-14,1848.220000000013,11133.25202965839,12981.472029658402,625.2748317636367,-12475.822657901408,13101.097489665044,1130.9242035206298
272,0.013838013838013837,98.22483201526346,0.0004974429728466435,0.2372740264621908,0.1052096052096052,2.104303079990892,2.08,2.12,2.1,0.040000000000000036,0.4262880841821785,0.05594219444595976,12.492810712680892,-13.856987754410987,4.183951632050783,3,-127.07611665955847,0.8103085950950799,0.8103085950950799,1848.220000000013,11133.25202965839,12981.472029658402,631.2909239972676,-12482.030212037153,13113.32113603442,1130.7327416185162
273,0.013888888888888888,98.20991700148166,-0.0001518571829592515,0.2324504282739494,0.10515873015873015,2.0972466083864063,2.07,2.11,2.09,0.040000000000000036,0.4254236347419769,0.05594115923835426,12.482746869299932,-13.85109573734124,4.1730741711406045,1,-42.542363474197685,7.105427357601002e-15,7.105427357601002e-15,2270.180000000013,2830.784042856163,5100.964042856176,209.72466083864063,-4178.08198584782,4387.80664668646,1132.6067178469966
274,0.01393976393976394,98.53310444637602,0.00328537940726379,0.24437412827556595,0.1051078551078551,2.2369506064428464,2.22,2.2600000000000002,2.24,0.040000000000000036,0.44351936791468405,0.056196058026649426,12.616184721023362,-14.03268080083562,4.358233053822019,-8,354.81549433174723,0.0,0.0,4304.000000000014,-36324.07690809053,-32020.076908090516,-1789.560485154277,34961.07216218259,36750.63264733686,1151.4347689377973
275,0.01399063899063899,98.7767518265499,0.0024696942019822943,0.25015306699307754,0.10505698005698005,2.3459622035037455,2.33,2.37,2.35,0.040000000000000036,0.4572026103649591,0.056313372744908,12.69897341086506,-14.152771403187465,4.498017393025337,-8,354.81549433174723,-10.946593960220014,-10.946593960220014,4304.000000000014,-36324.07690809053,-32020.076908090516,-1876.7697628029964,35047.522027821615,36924.291790624615,1150.675356928099
276,0.01404151404151404,98.8366553439749,0.0006062697882447915,0.23829349479775308,0.105006105006105,2.3727298499464595,2.36,2.4,2.38,0.040000000000000036,0.46055441761505683,0.05634199432739082,12.714682697531515,-14.182307919222854,4.530690893318127,-12,552.6653011380682,0.0,0.0,5263.920000000014,-55879.867813937155,-50615.94781393714,-2847.2758199357513,54623.589889157345,57470.865709093094,1160.3662552844544
277,0.014092389092389091,98.71846042873693,-0.0011965767515377515,0.23990743596142,0.10495522995522995,2.317969233622364,2.31,2.35,2.33,0.040000000000000036,0.45387331791530644,0.05632108515232249,12.673440392463828,-14.132355126554145,4.459306947272092,-12,552.6653011380682,8.017319639700531,8.017319639700531,5263.920000000014,-55879.867813937155,-50615.94781393714,-2781.5630803468366,54558.26766073437,57339.830741081205,1160.7567664503877
