step,time_years,customer_side,quantity,price,fair_value,cash_flow,option_inventory_after
160,0.00814000814000814,sell,8,2.2600000000000002,2.2966175899092605,-1808.1600000000003,21
161,0.00819088319088319,buy,6,2.23,2.230418011639614,1337.88,15
164,0.008343508343508343,buy,5,2.27,2.26779365459992,1134.9,10
168,0.008547008547008546,sell,3,2.32,2.3514363280939676,-696.0599999999998,13
169,0.008597883597883597,buy,5,2.35,2.339856083188316,1174.9,8
170,0.008648758648758649,sell,2,2.31,2.3363570473728217,-462.04,10
171,0.0086996336996337,buy,7,2.3000000000000003,2.290481991637847,1609.8600000000001,3
172,0.00875050875050875,sell,9,2.3000000000000003,2.3205517363537993,-2070.1800000000003,12
173,0.0088013838013838,sell,6,2.2600000000000002,2.2885459490414206,-1356.1200000000001,18
174,0.008852258852258852,sell,4,2.17,2.2049196205232917,-868.08,22
177,0.009004884004884004,sell,6,2.19,2.234754757821335,-1314.12,28
179,0.009106634106634107,buy,6,2.23,2.2362245988538234,1337.88,22
180,0.009157509157509158,buy,4,2.25,2.2549238952085986,899.92,18
181,0.009208384208384207,buy,3,2.34,2.3441962371425475,701.94,15
182,0.009259259259259259,sell,3,2.32,2.358874797093506,-696.0599999999998,18
183,0.00931013431013431,sell,6,2.29,2.3295218198279883,-1374.12,24
184,0.009361009361009361,buy,4,2.4,2.4066297546498987,959.92,20
185,0.00941188441188441,buy,2,2.43,2.436573521776346,485.96000000000004,18
186,0.009462759462759462,buy,4,2.5500000000000003,2.5477276760917533,1019.9200000000001,14
188,0.009564509564509565,buy,5,2.47,2.4701946194310054,1234.9000000000003,9
192,0.009768009768009768,buy,4,2.61,2.6021989275053485,1043.92,5
193,0.00981888481888482,sell,6,2.5500000000000003,2.5728694284695024,-1530.12,11
194,0.009869759869759869,buy,4,2.69,2.682617811413003,1075.92,7
195,0.00992063492063492,sell,7,2.57,2.5980077433555735,-1799.1399999999999,14
196,0.009971509971509971,buy,6,2.5300000000000002,2.5308032704368344,1517.8800000000003,8
197,0.010022385022385023,buy,4,2.59,2.577842945386294,1035.92,4
198,0.010073260073260072,buy,2,2.56,2.5478274222783313,511.96,2
199,0.010124135124135123,buy,6,2.56,2.546771569542919,1535.88,-4
200,0.010175010175010175,sell,3,2.52,2.534011346830397,-756.06,-1
204,0.010378510378510378,sell,4,2.7,2.718795003260574,-1080.08,3
205,0.01042938542938543,sell,2,2.54,2.5624526084299504,-508.04,5
209,0.010632885632885633,sell,4,2.32,2.343794493441294,-928.0799999999999,9
210,0.010683760683760684,sell,9,2.29,2.319786250391978,-2061.18,18
211,0.010734635734635734,buy,5,2.38,2.3834672415723404,1189.8999999999999,13
213,0.010836385836385836,sell,7,2.2600000000000002,2.291440792456008,-1582.1400000000003,20
214,0.010887260887260887,buy,3,2.2600000000000002,2.2575082697853546,677.9400000000002,17
216,0.010989010989010988,buy,4,2.3000000000000003,2.302637382651163,919.9200000000001,13
217,0.01103988603988604,buy,6,2.34,2.3394723644707014,1403.88,7
218,0.01109076109076109,buy,2,2.45,2.4338210403305425,489.96000000000004,5
220,0.011192511192511191,sell,7,2.35,2.3717488352877467,-1645.14,12
221,0.011243386243386243,sell,10,2.32,2.355266132190579,-2320.2,22
222,0.011294261294261294,buy,4,2.37,2.371718732420881,947.92,18
223,0.011345136345136345,sell,4,2.34,2.383567571883958,-936.08,22
224,0.011396011396011395,buy,3,2.3000000000000003,2.306693638321228,689.94,19
225,0.011446886446886446,sell,5,2.27,2.3123143414034857,-1135.1,24
227,0.011548636548636549,buy,6,2.5,2.5075499562698695,1499.88,18
230,0.0117012617012617,buy,5,2.56,2.5600811612972265,1279.9,13
233,0.011853886853886853,buy,8,2.44,2.430446098430444,1951.84,5
236,0.012006512006512007,sell,6,2.39,2.4156404027758285,-1434.12,11
237,0.012057387057387056,sell,7,2.23,2.264025787048851,-1561.14,18
239,0.012159137159137159,buy,3,2.18,2.179554762372291,653.9400000000002,15
240,0.01221001221001221,sell,6,2.11,2.1436287210275182,-1266.12,21
241,0.01226088726088726,sell,1,2.04,2.085450225269703,-204.02,22
242,0.01231176231176231,buy,5,2.08,2.0786688209344746,1039.9,17
244,0.012413512413512413,sell,6,1.84,1.8756221853241115,-1104.12,23
247,0.012566137566137565,sell,6,1.82,1.8583451648105438,-1092.12,29
252,0.01282051282051282,buy,3,2.07,2.0761694869189995,620.9399999999999,26
253,0.012871387871387871,buy,7,2.18,2.1897812362612186,1525.8600000000001,19
256,0.013024013024013023,sell,4,2.12,2.157288973686306,-848.08,23
257,0.013074888074888075,buy,11,2.18,2.185741836922098,2397.78,12
259,0.013176638176638176,buy,8,2.16,2.1502641553342343,1727.84,4
260,0.013227513227513227,sell,6,2.04,2.0594342457261234,-1224.12,10
262,0.01332926332926333,buy,5,2.04,2.025694077178187,1019.8999999999999,5
263,0.013380138380138379,sell,5,2.0100000000000002,2.039895713709683,-1005.1000000000001,10
264,0.01343101343101343,buy,4,2.0100000000000002,2.0038010971321967,803.9200000000001,6
266,0.013532763532763533,buy,5,2.11,2.09813379865772,1054.9,1
268,0.013634513634513633,buy,5,2.15,2.1301978764623897,1074.9,-4
269,0.013685388685388685,sell,6,2.12,2.133047775023037,-1272.12,2
270,0.013736263736263736,buy,4,2.15,2.1323808888414177,859.92,-2
271,0.013787138787138787,sell,5,2.07,2.0842494392121225,-1035.1,3
273,0.013888888888888888,buy,2,2.11,2.0972466083864063,421.96,1
274,0.01393976393976394,buy,9,2.2600000000000002,2.2369506064428464,2033.8200000000004,-8
276,0.01404151404151404,buy,4,2.4,2.3727298499464595,959.92,-12
278,0.014143264143264143,buy,4,2.27,2.2399802199215557,907.92,-16
279,0.014194139194139194,buy,6,2.36,2.322142545822679,1415.88,-22
280,0.014245014245014244,sell,5,2.34,2.34001097021401,-1170.1,-17
281,0.014295889295889295,sell,6,2.37,2.3734882506944643,-1422.12,-11
282,0.014346764346764346,sell,5,2.24,2.250295989421879,-1120.1,-6
284,0.014448514448514449,buy,5,2.37,2.3455937926526644,1184.9000000000003,-11
285,0.014499389499389498,sell,9,2.2600000000000002,2.2670175967661876,-2034.1800000000005,-2
288,0.014652014652014652,buy,3,2.2800000000000002,2.2542188787310096,683.9400000000002,-5
289,0.014702889702889702,buy,5,2.2600000000000002,2.2334116317591537,1129.9,-10
291,0.014804639804639804,sell,7,2.2,2.207733701641125,-1540.1400000000003,-3
292,0.014855514855514855,sell,4,2.2,2.217465566411164,-880.0800000000002,1
294,0.014957264957264956,buy,4,2.16,2.1421134947857112,863.92,-3
297,0.01510989010989011,sell,1,2.14,2.1558508996345367,-214.02,-2
298,0.01516076516076516,sell,8,2.11,2.130319267366623,-1688.16,6
299,0.01521164021164021,sell,5,1.99,2.0149547836290864,-995.0999999999999,11
300,0.015262515262515262,buy,2,2.04,2.0353588189382705,407.96,9
301,0.015313390313390313,buy,6,2.16,2.1482207140296268,1295.88,3
302,0.015364265364265363,buy,9,2.06,2.046516599321116,1853.82,-6
303,0.015415140415140414,sell,1,2.09,2.102315945591762,-209.02,-5
304,0.015466015466015465,sell,3,2.07,2.080035805178582,-621.0599999999998,-2
305,0.015516890516890517,sell,7,2.06,2.075344597899843,-1442.14,5
306,0.015567765567765566,buy,5,2.02,2.00658107397566,1009.9,0
307,0.015618640618640618,sell,4,1.96,1.9846149820196786,-784.08,4
308,0.01566951566951567,sell,9,2.04,2.0676098722519782,-1836.18,13
309,0.01572039072039072,buy,9,2.11,2.1052177102357987,1898.8199999999997,4
312,0.015873015873015872,buy,4,2.35,2.3327681375663545,939.92,0
313,0.01592389092389092,sell,6,2.44,2.4581740016579374,-1464.12,6
315,0.016025641025641024,sell,3,2.52,2.5512286660577317,-756.06,9
316,0.016076516076516077,buy,5,2.54,2.5282089560611496,1269.9,4
317,0.016127391127391127,buy,7,2.5500000000000003,2.532508650905797,1784.8600000000001,-3
318,0.016178266178266176,buy,8,2.5,2.479770172230417,1999.84,-11
321,0.016330891330891332,buy,6,2.56,2.5219264186064123,1535.88,-17
322,0.01638176638176638,sell,6,2.5100000000000002,2.5069609510750297,-1506.1200000000001,-11
323,0.01643264143264143,buy,5,2.63,2.5947722361806242,1314.8999999999999,-16
325,0.016534391534391533,sell,3,2.8000000000000003,2.794942756092915,-840.06,-13
326,0.016585266585266583,buy,5,2.89,2.853348608411295,1444.9,-18
329,0.01673789173789174,buy,7,2.67,2.62830365017593,1868.8599999999997,-25
330,0.016788766788766788,buy,3,2.64,2.587804316715882,791.94,-28
332,0.01689051689051689,sell,4,2.77,2.754041217409153,-1108.08,-24
336,0.017094017094017092,buy,5,2.58,2.526902931405786,1289.9,-29
339,0.017246642246642244,buy,3,2.65,2.585192969416802,794.9399999999999,-32
340,0.017297517297517297,buy,4,2.7,2.6313121040880247,1079.92,-36
341,0.017348392348392347,sell,4,2.47,2.4572882253457635,-988.0800000000002,-32
342,0.0173992673992674,buy,5,2.54,2.47915503006584,1269.9,-37
343,0.01745014245014245,sell,8,2.5,2.4838150810084443,-2000.16,-29
344,0.0175010175010175,buy,5,2.57,2.514068009865163,1284.9,-34
346,0.0176027676027676,sell,3,2.49,2.4792433668069904,-747.0600000000001,-31
347,0.017653642653642655,buy,7,2.5,2.434813768756001,1749.86,-38
350,0.017806267806267807,sell,5,2.49,2.46856721769133,-1245.1,-33
352,0.017908017908017906,buy,5,2.63,2.558486921340389,1314.8999999999999,-38
353,0.01795889295889296,sell,3,2.5300000000000002,2.5145887391787127,-759.0600000000001,-35
354,0.018009768009768008,buy,10,2.65,2.575595852995157,2649.8,-45
355,0.01806064306064306,sell,3,2.68,2.6574399022778437,-804.0600000000001,-42
357,0.01816239316239316,buy,10,2.7800000000000002,2.6926711592495565,2779.8000000000006,-52
358,0.018213268213268213,sell,3,2.74,2.7133161208569874,-822.0600000000001,-49
361,0.018365893365893365,sell,6,2.65,2.620093155623316,-1590.1199999999997,-43
365,0.018569393569393567,sell,1,2.65,2.632747550152253,-265.02,-42
366,0.01862026862026862,sell,3,2.77,2.7488421625086374,-831.06,-39
367,0.01867114367114367,buy,7,2.77,2.689085902577382,1938.86,-46
368,0.018722018722018723,buy,4,2.72,2.6240683339955524,1087.92,-50
373,0.018976393976393977,buy,3,2.99,2.8802177155704243,896.9400000000002,-53
374,0.019027269027269027,buy,7,3.0700000000000003,2.9495402176393455,2148.86,-60
375,0.019078144078144076,sell,2,3.04,2.995522809776574,-608.04,-58
377,0.01917989417989418,sell,8,3.22,3.177343652380806,-2576.16,-50
379,0.01928164428164428,sell,5,3.17,3.140916613188125,-1585.1,-45
380,0.01933251933251933,buy,2,3.21,3.100380914746225,641.96,-47
381,0.019383394383394384,buy,5,3.22,3.1090249509013006,1609.9000000000003,-52
382,0.019434269434269433,buy,3,3.35,3.2233345139568357,1004.9400000000002,-55
383,0.019485144485144483,sell,5,3.12,3.0822506325269146,-1560.1000000000001,-50
384,0.019536019536019536,buy,6,3.09,2.9746420896560224,1853.88,-56
385,0.019586894586894586,sell,5,2.88,2.840701020601138,-1440.0999999999997,-51
386,0.01963776963776964,buy,7,2.88,2.7753812407674516,2015.86,-58
387,0.019688644688644688,sell,7,2.85,2.8103118550466846,-1995.14,-51
388,0.019739519739519738,sell,2,2.88,2.8524865220146793,-576.04,-49
390,0.01984126984126984,sell,5,2.79,2.7586037525548193,-1395.1,-44
391,0.01989214489214489,buy,9,2.66,2.5760932302723347,2393.82,-53
392,0.019943019943019943,buy,6,2.68,2.5795636053311526,1607.8800000000003,-59
393,0.019993894993894992,buy,1,2.65,2.5426922666281655,264.98,-60
400,0.02035002035002035,sell,9,2.74,2.7023910267348796,-2466.1800000000003,-51
401,0.0204008954008954,sell,6,2.72,2.6874168561710974,-1632.12,-45
402,0.020451770451770452,buy,6,2.79,2.7023227967129557,1673.8800000000003,-51
403,0.0205026455026455,buy,8,2.87,2.7673930687773236,2295.84,-59
404,0.02055352055352055,sell,3,2.77,2.734976947977948,-831.06,-56
405,0.020604395604395604,sell,4,2.81,2.776267105274414,-1124.08,-52
406,0.020655270655270654,sell,8,2.7800000000000002,2.754069073525365,-2224.16,-44
407,0.020706145706145707,buy,3,2.84,2.7438883352369743,851.94,-47
408,0.020757020757020756,buy,6,2.91,2.8104052864883684,1745.88,-53
410,0.02085877085877086,sell,4,2.58,2.548595399443812,-1032.08,-49
411,0.020909645909645908,buy,8,2.5300000000000002,2.43600795008507,2023.8400000000001,-57
413,0.02101139601139601,sell,5,2.24,2.2175856171404646,-1120.1,-52
414,0.02106227106227106,sell,5,2.29,2.269586040020755,-1145.1,-47
418,0.021265771265771265,sell,7,2.46,2.436020149273176,-1722.14,-40
420,0.021367521367521368,buy,5,2.61,2.5314528217054075,1304.9,-45
421,0.021418396418396417,sell,6,2.56,2.537779883691641,-1536.12,-39
423,0.02152014652014652,sell,4,2.45,2.4283363505985704,-980.0800000000002,-35
425,0.021621896621896623,buy,8,2.32,2.2551250617310146,1855.8399999999997,-43
427,0.02172364672364672,sell,7,2.3000000000000003,2.285363057338273,-1610.1400000000003,-36
428,0.021774521774521775,sell,6,2.42,2.4097491042602357,-1452.12,-30
433,0.02202889702889703,buy,4,2.34,2.2835525745534824,935.92,-34
434,0.02207977207977208,sell,5,2.17,2.1546174053562126,-1085.1,-29
435,0.02213064713064713,buy,3,2.27,2.218282854487015,680.94,-32
436,0.02218152218152218,sell,4,2.19,2.1754728698186554,-876.08,-28
438,0.022283272283272284,sell,12,2.07,2.0651463619825563,-2484.2399999999993,-16
439,0.022334147334147333,sell,4,2.02,2.0211193583502904,-808.08,-12
442,0.022486772486772486,buy,5,2.09,2.0565379624046543,1044.9,-17
444,0.022588522588522588,sell,6,2.17,2.1692428551262495,-1302.12,-11
448,0.02279202279202279,sell,7,2.08,2.09241857321539,-1456.14,-4
449,0.022842897842897843,sell,4,2.15,2.1678107719670336,-860.08,0
450,0.022893772893772892,sell,5,2.17,2.193708246552376,-1085.1,5
451,0.022944647944647945,sell,4,2.16,2.1838693448647817,-864.08,9
453,0.023046398046398044,buy,8,2.36,2.34628703625701,1887.84,1
454,0.023097273097273097,buy,3,2.52,2.5005192110561865,755.94,-2
455,0.023148148148148147,sell,4,2.49,2.5050864994713606,-996.0800000000002,2
456,0.023199023199023196,sell,6,2.49,2.5166071972690105,-1494.1200000000001,8
457,0.02324989824989825,buy,7,2.61,2.5991834620140466,1826.86,1
458,0.0233007733007733,sell,5,2.5100000000000002,2.5328522842339183,-1255.1,6
468,0.023809523809523808,buy,5,2.2600000000000002,2.244073256356785,1129.9,1
470,0.02391127391127391,sell,1,2.23,2.25286961238411,-223.02,2
471,0.02396214896214896,sell,4,2.25,2.277008475198876,-900.08,6
472,0.024013024013024013,sell,4,2.22,2.247204720973791,-888.0800000000002,10
475,0.024165649165649165,sell,5,2.25,2.2822458956901883,-1125.1,15
476,0.024216524216524215,buy,5,2.2600000000000002,2.2572135205457258,1129.9,10
477,0.024267399267399268,buy,1,2.34,2.3333177789591915,233.98,9
478,0.024318274318274317,sell,9,2.22,2.2502013716751392,-1998.18,18
479,0.024369149369149367,sell,6,2.21,2.2499320442512527,-1326.12,24
480,0.02442002442002442,buy,8,2.43,2.439576704584553,1943.8400000000001,16
481,0.02447089947089947,sell,3,2.42,2.455684992874346,-726.06,19
482,0.02452177452177452,buy,5,2.56,2.5649755809761388,1279.9,14
483,0.024572649572649572,buy,6,2.57,2.5713791141477103,1541.8799999999999,8
484,0.02462352462352462,buy,4,2.63,2.616228762465596,1051.92,4
485,0.024674399674399675,sell,5,2.59,2.6110167058128297,-1295.1,9
488,0.024827024827024827,buy,6,2.58,2.568064080073505,1547.88,3
490,0.02492877492877493,sell,9,2.5300000000000002,2.5521172813177984,-2277.1800000000003,12
496,0.025234025234025233,buy,5,2.73,2.7263005595726852,1364.9,7
497,0.025284900284900283,buy,3,2.59,2.579377032400288,776.94,4
498,0.025335775335775336,sell,6,2.5300000000000002,2.5524276510168207,-1518.1200000000001,10
499,0.025386650386650386,sell,2,2.37,2.399829508044384,-474.04,12
500,0.025437525437525435,buy,3,2.3000000000000003,2.2891315473198333,689.94,9
502,0.025539275539275538,buy,3,2.46,2.455175089302358,737.94,6
503,0.02559015059015059,buy,8,2.41,2.4002314211092894,1927.84,-2
505,0.02569190069190069,sell,7,2.06,2.080243812762177,-1442.14,5
506,0.025742775742775743,sell,4,2.02,2.042871776239245,-808.08,9
507,0.025793650793650792,sell,9,2.18,2.208863368404991,-1962.18,18
508,0.025844525844525842,buy,5,2.24,2.2390465790279848,1119.9,13
509,0.025895400895400895,buy,4,2.2,2.198603919995506,879.9200000000001,9
510,0.025946275946275944,buy,6,2.24,2.230851455821167,1343.8800000000003,3
511,0.025997150997150997,sell,3,2.1,2.12078232700604,-630.0600000000001,6
516,0.026251526251526252,buy,7,2.19,2.17633266339309,1532.86,-1
517,0.0263024013024013,sell,4,2.2,2.222826935153016,-880.0800000000002,3
520,0.026455026455026454,buy,2,2.37,2.354104023661975,473.96,1
521,0.026505901505901503,sell,5,2.2600000000000002,2.282282979449171,-1130.1,6
522,0.026556776556776556,sell,5,2.19,2.217796890077679,-1095.1,11
526,0.026760276760276758,buy,7,2.38,2.3680931592650865,1665.86,4
527,0.02681115181115181,buy,7,2.49,2.477296198930624,1742.86,-3
529,0.026912901912901913,buy,3,2.5300000000000002,2.505830574359287,758.9400000000002,-6
530,0.026963776963776963,buy,4,2.66,2.6280165373297066,1063.92,-10
531,0.027014652014652012,sell,2,2.59,2.598507824667486,-518.04,-8
533,0.027116402116402115,buy,5,2.52,2.4884596033248343,1259.9,-13
534,0.027167277167277164,buy,5,2.56,2.5227185778073604,1279.9,-18
536,0.027269027269027267,buy,4,2.49,2.449762397007305,995.9200000000001,-22
541,0.02752340252340252,sell,7,2.14,2.1356654973368236,-1498.14,-15
542,0.027574277574277575,sell,4,2.07,2.0779979402839146,-828.0799999999999,-11
543,0.027625152625152624,sell,4,2.09,2.0942258144146493,-836.08,-7
544,0.027676027676027674,sell,3,2.07,2.081218661928091,-621.0599999999998,-4
546,0.027777777777777776,sell,8,2.04,2.0516902621767485,-1632.16,4
548,0.02787952787952788,buy,5,2.0100000000000002,1.9962148434657294,1004.9000000000001,-1
550,0.02798127798127798,sell,4,2.07,2.087241244285309,-828.0799999999999,3
551,0.02803215303215303,sell,3,2.09,2.1130324842512707,-627.06,6
552,0.02808302808302808,sell,2,2.12,2.151040551224341,-424.04,8
553,0.028133903133903133,sell,4,2.14,2.1711366438568263,-856.08,12
554,0.028184778184778183,buy,4,2.32,2.3171265929670923,927.9199999999998,8
556,0.028286528286528285,sell,5,2.2600000000000002,2.286718275800567,-1130.1,13
558,0.028388278388278388,sell,3,2.12,2.1572647894576633,-636.06,16
563,0.028642653642653643,sell,4,1.99,2.0284322569138453,-796.08,20
564,0.028693528693528692,sell,3,1.94,1.976556654716262,-582.06,23
565,0.028744403744403742,buy,7,2.0300000000000002,2.036062478187702,1420.86,16
568,0.028897028897028897,buy,4,2.0300000000000002,2.02893004564185,811.9200000000001,12
572,0.0291005291005291,sell,4,1.94,1.9738736194386135,-776.08,16
573,0.02915140415140415,buy,4,2.0,1.9905593103540085,799.92,12
574,0.0292022792022792,buy,4,1.94,1.930486677994999,775.92,8
575,0.02925315425315425,sell,8,1.9100000000000001,1.9421779343335714,-1528.16,16
578,0.029405779405779403,buy,2,2.02,2.01499829878842,403.96,14
584,0.02971102971102971,buy,5,1.71,1.704198678810286,854.9000000000001,9
586,0.02981277981277981,buy,6,1.8800000000000001,1.8707050374981478,1127.88,3
587,0.029863654863654863,sell,6,1.77,1.7957517492822035,-1062.12,9
588,0.029914529914529912,buy,4,1.76,1.7434888670864694,703.92,5
589,0.029965404965404965,buy,9,1.77,1.7571576453797064,1592.82,-4
590,0.030016280016280015,buy,5,1.8800000000000001,1.8571119379403385,939.9,-9
592,0.030118030118030117,buy,10,1.82,1.7943818518589083,1819.8,-19
593,0.030168905168905167,buy,4,1.95,1.9095073964112146,779.92,-23
594,0.03021978021978022,sell,5,1.8,1.803510845922908,-900.1,-18
595,0.03027065527065527,sell,6,1.72,1.7240235647801256,-1032.12,-12
596,0.03032153032153032,sell,5,1.69,1.6978131775997127,-845.0999999999999,-7
597,0.030372405372405372,buy,6,1.69,1.6661405454449039,1013.88,-13
598,0.03042328042328042,buy,2,1.74,1.7139334099387682,347.96,-15
600,0.030525030525030524,buy,3,1.6500000000000001,1.6218345673429369,494.94,-18
